,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,6.8
10,$r1,177.85
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,54
15,$r1,1.72
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,800
19,$v2,56
20,$r1,14.29
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,29
24,$v1,500
25,$v4,279.1
26,$r1,
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1300
30,$v3,28
31,$v4,373.4
32,$r1,
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,32
36,$v1,1200
37,$v4,463.2
38,$r1,
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,90.6
42,$v2,1.41
43,$r1,0.06
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
