,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1
9,$v4,5.9
10,$r1,210.714
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,54
15,$r1,2.43
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,600
19,$v2,40
20,$r1,15
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,60
24,$v1,900
25,$v4,373.1
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,600
29,$v3,56
30,$v4,345
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,58
34,$v1,600
35,$v4,176.2
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,95.6
39,$v2,1.5
40,$r1,93.626
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
