,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,0
3,,0
4,,1
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.7
9,$v4,7.3
10,$r1,5874000
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1900
14,$v2,48
15,$r1,3000540
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,40
20,$r1,0.00045
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,42
24,$v1,700
25,$v4,494.3
26,$r1,4536
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1700
30,$v3,54
31,$v4,112
32,$r1,0.2
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,40
36,$v1,700
37,$v4,176.2
38,$r1,200
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,138.6
42,$v2,1.6
43,$r1,132
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,1
48,verringert sich,0
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,0
52,wird größer,1
53,bleibt gleich,0
54,,
