,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,7.4
10,$r1,300
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,2000
14,$v2,60
15,$r1,1.8
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,500
19,$v2,32
20,$r1,15.625
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,60
24,$v1,1100
25,$v4,438
26,$r1,0.805
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,800
30,$v3,36
31,$v4,395.5
32,$r1,69
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,24
36,$v1,600
37,$v4,201
38,$r1,0.025
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,123.4
42,$v2,1.41
43,$r1,8.75177
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
