,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.7
9,$v4,7.1
10,$r1,362.244
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,500
14,$v2,52
15,$r1,5.408
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,48
20,$r1,31.25
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,32
24,$v1,1000
25,$v4,454.9
26,$r1,928.3
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,700
30,$v3,54
31,$v4,397.8
32,$r1,7330.31
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,36
36,$v1,600
37,$v4,481
38,$r1,1271.46
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,75.5
42,$v2,1.36
43,$r1,94.44
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
