,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.6
9,$v4,3.5
10,$r1,78.1
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,32
15,$r1,1.7
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,36
20,$r1,27.77
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,53
24,$v1,600
25,$v4,198.8
26,$r1,593.6
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1100
30,$v3,50
31,$v4,453.5
32,$r1,786.23
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,28
36,$v1,1100
37,$v4,140.6
38,$r1,0.45
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,73.8
42,$v2,1.74
43,$r1,95.93
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
