,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.5
9,$v4,7
10,$r1,500
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1600
14,$v2,28
15,$r1,0.49
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,500
19,$v2,46
20,$r1,10.7
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,60
24,$v1,400
25,$v4,266.8
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1400
29,$v3,30
30,$v4,281.6
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,42
34,$v1,1600
35,$v4,555
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,110.6
39,$v2,0.93
40,$r1,0.88
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
