,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.2
9,$v4,7.6
10,$r1,225.5
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,46
15,$r1,3.53
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,42
20,$r1,35.71
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,46
24,$v1,700
25,$v4,442.6
26,$r1,2.39
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1900
30,$v3,28
31,$v4,442.7
32,$r1,885.5
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,48
36,$v1,1200
37,$v4,315.6
38,$r1,0.3945
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,57.5
42,$v2,1.68
43,$r1,29.22
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
