,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,7.6
10,,
11,Formelfrage,Wasserkocher c)
12,$v1,1100
13,$v2,26
14,$r1,0.6145
15,,
16,Formelfrage,Wasserkocher d)
17,$v1,900
18,$v2,56
19,$r1,16.0714
20,,
21,Formelfrage,Wasserkocher e)
22,$v2,42
23,$v1,700
24,$v4,339.8
25,,
26,Formelfrage,Wasserkocher f)
27,$v1,900
28,$v3,30
29,$v4,253
30,,
31,Formelfrage,Wasserkocher g)
32,$v3,54
33,$v1,1700
34,$v4,344.8
35,,
36,Formelfrage,Wasserkocher h)
37,$v1,98.8
38,$v2,1.34
39,$r1,92.62
40,,
41,Single Choice,Wasserkocher i)
42,bleibt gleich,0
43,wird größer,0
44,verringert sich,1
45,,
46,Single Choice,Wasserkocher j)
47,verringert sich,1
48,wird größer,0
49,bleibt gleich,0
50,,
