,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.2
9,$v4,5.2
10,$r1,4.457
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1600
14,$v2,42
15,$r1,1.1025
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1600
19,$v2,24
20,$r1,66.667
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,34
24,$v1,500
25,$v4,354.7
26,$r1,0.34658
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1700
30,$v3,32
31,$v4,541.5
32,$r1,1891.04
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,28
36,$v1,1000
37,$v4,411.8
38,$r1,0.4747
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,137.6
42,$v2,1.67
43,$r1,92.4
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
