,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,0
3,,0
4,,1
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.9
9,$v4,5.8
10,$r1,123
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1400
14,$v2,44
15,$r1,123
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,44
20,$r1,123
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,46
24,$v1,1200
25,$v4,382.8
26,$r1,1233123123123100053405696
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1500
30,$v3,42
31,$v4,434.5
32,$r1,123123123
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,56
36,$v1,2000
37,$v4,537.1
38,$r1,3123121231233099776
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,51
42,$v2,0.56
43,$r1,
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,1
47,wird größer,0
48,verringert sich,0
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
