,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,0
3,,0
4,,1
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,7.7
10,$r1,137.5
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1100
14,$v2,58
15,$r1,3.057
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1100
19,$v2,44
20,$r1,25
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,26
24,$v1,1100
25,$v4,331.9
26,$r1,0.4231
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,30
31,$v4,133.1
32,$r1,5
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,40
36,$v1,1600
37,$v4,484.4
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,122
41,$v2,1.57
42,$r1,93
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
