,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.2
9,$v4,4.8
10,$r1,142.86
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,28
15,$r1,0.871
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,800
19,$v2,36
20,$r1,22.2
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,59
24,$v1,900
25,$v4,458.2
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1000
29,$v3,40
30,$v4,597.8
31,$r1,1338.24
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,48
35,$v1,1900
36,$v4,109.8
37,$r1,8.85918
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,66.8
41,$v2,1.07
42,$r1,16.02
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
