,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.7
9,$v4,4.7
10,$r1,98.74
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,28
15,$r1,1.31
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,800
19,$v2,50
20,$r1,16
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,52
24,$v1,700
25,$v4,453.3
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1800
29,$v3,30
30,$v4,496.2
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,44
34,$v1,600
35,$v4,472.9
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,116.5
39,$v2,1.1
40,$r1,89.41
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
