,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,4.9
10,$r1,219.52
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,28
15,$r1,47600
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,30
20,$r1,30
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,54
24,$v1,600
25,$v4,126.2
26,$r1,17
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1900
30,$v3,46
31,$v4,377.7
32,$r1,377.7
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,56
36,$v1,700
37,$v4,433.3
38,$r1,3.6
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,50
42,$v2,0.59
43,$r1,540
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
