,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,6
10,$r1,516.9
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,38
15,$r1,1.2
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,700
19,$v2,28
20,$r1,25
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,58
24,$v1,900
25,$v4,339
26,$r1,0.16
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,26
31,$v4,278.5
32,$r1,1335
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,28
36,$v1,500
37,$v4,344.6
38,$r1,0.22
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,79
42,$v2,0.6
43,$r1,0.13
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
