,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,4.3
10,$r1,0.076
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1600
14,$v2,36
15,$r1,0.81
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1100
19,$v2,52
20,$r1,21.15
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,46
24,$v1,1200
25,$v4,138.1
26,$r1,0.2435
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,24
31,$v4,337.3
32,$r1,92.33
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,46
36,$v1,1700
37,$v4,462.5
38,$r1,4.5751
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,124.9
42,$v2,0.62
43,$r1,83.23
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
