,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,0
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,,
9,Formelfrage,Wasserkocher c)
10,,
11,Formelfrage,Wasserkocher d)
12,,
13,Formelfrage,Wasserkocher e)
14,,
15,Formelfrage,Wasserkocher f)
16,,
17,Formelfrage,Wasserkocher g)
18,,
19,Formelfrage,Wasserkocher h)
20,,
21,Single Choice,Wasserkocher i)
22,bleibt gleich,0
23,wird größer,0
24,verringert sich,0
25,,
26,Single Choice,Wasserkocher j)
27,verringert sich,0
28,wird größer,0
29,bleibt gleich,0
30,,
