,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,6.9
10,$r1,308.0357
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1300
14,$v2,46
15,$r1,1.627
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,2000
19,$v2,36
20,$r1,55.5
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,29
24,$v1,800
25,$v4,441.1
26,$r1,1.905
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,700
30,$v3,54
31,$v4,358.5
32,$r1,704.06
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,58
36,$v1,1500
37,$v4,247.5
38,$r1,1.5
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,138.6
42,$v2,1.43
43,$r1,9.692307
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
