,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.6
9,$v4,6.6
10,$r1,392.86
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,30
15,$r1,1.5
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1400
19,$v2,50
20,$r1,28
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,57
24,$v1,1100
25,$v4,432.8
26,$r1,7.507
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1600
30,$v3,32
31,$v4,274.7
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,52
35,$v1,1700
36,$v4,482.6
37,,
38,Formelfrage,Wasserkocher h)
39,$v1,110.4
40,$v2,1.74
41,$r1,15.76
42,,
43,Single Choice,Wasserkocher i)
44,bleibt gleich,0
45,wird größer,0
46,verringert sich,1
47,,
48,Single Choice,Wasserkocher j)
49,verringert sich,1
50,wird größer,0
51,bleibt gleich,0
52,,
