,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.7
9,$v4,7.2
10,$r1,151
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1400
14,$v2,44
15,$r1,1.38
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,44
20,$r1,29.54
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,60
24,$v1,1100
25,$v4,294.9
26,$r1,12.1
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,700
30,$v3,52
31,$v4,548.4
32,$r1,2465.35
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,36
36,$v1,900
37,$v4,242
38,$r1,5355.37
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,97.5
42,$v2,1.57
43,$r1,16
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
