,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,3.2
10,$r1,179200
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,700
14,$v2,30
15,$r1,1.2857
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1100
19,$v2,60
20,$r1,18.3333
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,53
24,$v1,900
25,$v4,435.9
26,$r1,0.648608
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1700
30,$v3,40
31,$v4,256.8
32,$r1,2627.69
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,28
36,$v1,2000
37,$v4,530.1
38,$r1,0.521033
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,97.7
42,$v2,0.61
43,$r1,75.74
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
