,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.9
9,$v4,6.5
10,,
11,Formelfrage,Wasserkocher c)
12,$v1,1300
13,$v2,48
14,$r1,1.77
15,,
16,Formelfrage,Wasserkocher d)
17,$v1,800
18,$v2,24
19,$r1,33.33
20,,
21,Formelfrage,Wasserkocher e)
22,$v2,28
23,$v1,800
24,$v4,336.9
25,,
26,Formelfrage,Wasserkocher f)
27,$v1,700
28,$v3,46
29,$v4,448.9
30,,
31,Formelfrage,Wasserkocher g)
32,$v3,42
33,$v1,700
34,$v4,553.8
35,,
36,Formelfrage,Wasserkocher h)
37,$v1,106
38,$v2,1.55
39,$r1,93.16
40,,
41,Single Choice,Wasserkocher i)
42,bleibt gleich,0
43,wird größer,0
44,verringert sich,1
45,,
46,Single Choice,Wasserkocher j)
47,verringert sich,1
48,wird größer,0
49,bleibt gleich,0
50,,
