,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,5
10,$r1,99.2
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,500
14,$v2,26
15,$r1,1.352
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,900
19,$v2,46
20,$r1,19.5652
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,44
24,$v1,1100
25,$v4,313.2
26,$r1,0.5983
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,2000
30,$v3,46
31,$v4,544.6
32,$r1,2877.06
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,34
36,$v1,1000
37,$v4,547.8
38,$r1,1.055
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,114.6
42,$v2,0.86
43,$r1,88.2
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
