,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.6
9,$v4,5
10,$r1,1152
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1100
14,$v2,42
15,$r1,1.603
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,56
20,$r1,23.214
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,57
24,$v1,1200
25,$v4,124.1
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1600
29,$v3,30
30,$v4,288.2
31,,
32,Formelfrage,Wasserkocher g)
33,,
34,Formelfrage,Wasserkocher h)
35,,
36,Single Choice,Wasserkocher i)
37,bleibt gleich,0
38,wird größer,0
39,verringert sich,0
40,,
41,Single Choice,Wasserkocher j)
42,verringert sich,0
43,wird größer,0
44,bleibt gleich,0
45,,
