,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.7
9,$v4,5
10,$r1,105.04
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,36
15,$r1,1.44
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,54
20,$r1,22.2
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,27
24,$v1,600
25,$v4,286
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1700
29,$v3,54
30,$v4,118.7
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,56
34,$v1,1400
35,$v4,267.7
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,116.7
39,$v2,1.26
40,$r1,90.7
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
