,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1
9,$v4,4.2
10,$r1,31
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,2000
14,$v2,46
15,$r1,1.058
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1800
19,$v2,42
20,$r1,42.857
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,59
24,$v1,400
25,$v4,403.7
26,$r1,46
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,2000
30,$v3,24
31,$v4,166.9
32,$r1,46
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,50
36,$v1,1300
37,$v4,157.6
38,$r1,1307.9314
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,104.3
42,$v2,0.53
43,$r1,93
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
