,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.7
9,$v4,5.3
10,$r1,0.27
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1100
14,$v2,58
15,$r1,3.06
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,52
20,$r1,28.8
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,36
24,$v1,400
25,$v4,492.6
26,$r1,327
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1200
30,$v3,46
31,$v4,561.9
32,$r1,734.7
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,24
36,$v1,1500
37,$v4,507
38,$r1,1.152
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,114.3
42,$v2,1.45
43,$r1,92
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
