,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,7.8
10,$r1,214.286
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,800
14,$v2,32
15,$r1,1.28
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,34
20,$r1,38.24
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,41
24,$v1,1100
25,$v4,371.7
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,600
29,$v3,50
30,$v4,495.6
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,38
34,$v1,1800
35,$v4,583.4
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,119.9
39,$v2,2
40,$r1,0.06
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
