,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,5.9
10,$r1,263.4
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,700
14,$v2,30
15,$r1,1.29
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,50
20,$r1,24
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,59
24,$v1,400
25,$v4,189.3
26,$r1,17.4
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,600
30,$v3,58
31,$v4,570.2
32,$r1,61020
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,54
36,$v1,600
37,$v4,149.1
38,$r1,18.4
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,72.8
42,$v2,0.58
43,$r1,7967
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
