,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,3.6
10,$r1,130.35
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,800
14,$v2,42
15,$r1,2.205
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,52
20,$r1,23.07
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,25
24,$v1,1100
25,$v4,331.4
26,$r1,419.097
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,600
30,$v3,32
31,$v4,539.6
32,$r1,948.85
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,32
36,$v1,1300
37,$v4,474.7
38,$r1,0.221
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,121.2
42,$v2,1.52
43,$r1,92.61
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
