,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.5
9,$v4,8
10,$r1,190
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,54
15,$r1,3.24
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,600
19,$v2,58
20,$r1,10.3
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,26
24,$v1,1000
25,$v4,237.1
26,$r1,0.298
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1300
30,$v3,54
31,$v4,471.8
32,$r1,916.98
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,48
36,$v1,1500
37,$v4,254.2
38,$r1,1126.98
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,104.9
42,$v2,0.53
43,$r1,80.2
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
