,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.7
9,$v4,7.1
10,$r1,149.16
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,700
14,$v2,32
15,$r1,1.463
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,800
19,$v2,30
20,$r1,26.67
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,43
24,$v1,700
25,$v4,114.8
26,$r1,639.15
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1500
30,$v3,26
31,$v4,324.5
32,$r1,1495.83
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,48
36,$v1,1800
37,$v4,439.4
38,$r1,0.00524
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,137.8
42,$v2,1.47
43,$r1,90.63
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
