,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.7
9,$v4,5.8
10,$r1,0.14
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,48
15,$r1,2.56
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,34
20,$r1,38.23
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,36
24,$v1,1100
25,$v4,410.6
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1700
29,$v3,32
30,$v4,590.1
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,40
34,$v1,1500
35,$v4,124.2
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,60.1
39,$v2,0.79
40,$r1,92.39
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
