,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,5.2
10,$r1,103.17
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,700
14,$v2,38
15,$r1,2.06
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,38
20,$r1,31.58
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,47
24,$v1,900
25,$v4,238.4
26,$r1,0.17
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1700
30,$v3,44
31,$v4,212.8
32,$r1,1237.52
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,54
36,$v1,1600
37,$v4,284.2
38,$r1,0.5
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,95.7
42,$v2,1.71
43,$r1,0.95
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
