,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1
9,$v4,7.8
10,,
11,Formelfrage,Wasserkocher c)
12,$v1,1000
13,$v2,54
14,$r1,2.916
15,,
16,Formelfrage,Wasserkocher d)
17,$v1,700
18,$v2,24
19,$r1,29.16
20,,
21,Formelfrage,Wasserkocher e)
22,$v2,41
23,$v1,500
24,$v4,454.2
25,,
26,Formelfrage,Wasserkocher f)
27,$v1,700
28,$v3,28
29,$v4,327.1
30,,
31,Formelfrage,Wasserkocher g)
32,$v3,30
33,$v1,600
34,$v4,471.4
35,,
36,Formelfrage,Wasserkocher h)
37,$v1,134.9
38,$v2,1.53
39,$r1,91.18
40,,
41,Single Choice,Wasserkocher i)
42,bleibt gleich,0
43,wird größer,0
44,verringert sich,1
45,,
46,Single Choice,Wasserkocher j)
47,verringert sich,1
48,wird größer,0
49,bleibt gleich,0
50,,
