,Question,Answer
15160,,
15161,Single Choice,Wasserkocher a)
15162,,1
15163,,0
15164,,0
15165,,0
15166,,
15167,Formelfrage,Wasserkocher b)
15168,$v3,0.5
15169,$v4,5.3
15170,$r1,378.57
15171,,
15172,Formelfrage,Wasserkocher c)
15173,$v1,1000
15174,$v2,42
15175,$r1,1.76
15176,,
15177,Formelfrage,Wasserkocher d)
15178,$v1,700
15179,$v2,36
15180,$r1,19.44
15181,,
15182,Formelfrage,Wasserkocher e)
15183,$v2,49
15184,$v1,1100
15185,$v4,248.9
15186,,
15187,Formelfrage,Wasserkocher f)
15188,$v1,1800
15189,$v3,58
15190,$v4,157.7
15191,,
15192,Formelfrage,Wasserkocher g)
15193,$v3,42
15194,$v1,1500
15195,$v4,449.9
15196,,
15197,Formelfrage,Wasserkocher h)
15198,$v1,58.8
15199,$v2,1.6
15200,$r1,0.27
15201,,
15202,Single Choice,Wasserkocher i)
15203,bleibt gleich,0
15204,wird größer,0
15205,verringert sich,1
15206,,
15207,Single Choice,Wasserkocher j)
15208,verringert sich,1
15209,wird größer,0
15210,bleibt gleich,0
