,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,6.8
10,$r1,151.78
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1500
14,$v2,56
15,$r1,2.09
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,700
19,$v2,42
20,$r1,16.6
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,30
24,$v1,1200
25,$v4,449.8
26,$r1,0.6
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,48
31,$v4,326.1
32,$r1,375.66
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,52
36,$v1,900
37,$v4,467.5
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,123.3
41,$v2,1.51
42,$r1,8.16
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,0
51,wird größer,1
52,bleibt gleich,0
53,,
