,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.6
9,$v4,6
10,$r1,5
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1800
14,$v2,28
15,$r1,0.435
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1800
19,$v2,36
20,$r1,50
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,49
24,$v1,1000
25,$v4,387
26,$r1,7
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1900
30,$v3,38
31,$v4,269.8
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,24
35,$v1,1200
36,$v4,103.9
37,,
38,Formelfrage,Wasserkocher h)
39,$v1,146.1
40,$v2,1.43
41,$r1,90.73
42,,
43,Single Choice,Wasserkocher i)
44,bleibt gleich,0
45,wird größer,0
46,verringert sich,1
47,,
48,Single Choice,Wasserkocher j)
49,verringert sich,1
50,wird größer,0
51,bleibt gleich,0
52,,
