,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.9
9,$v4,6
10,$r1,238.0952
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1600
14,$v2,56
15,$r1,1.96
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1100
19,$v2,38
20,$r1,28.9474
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,54
24,$v1,1100
25,$v4,129.7
26,$r1,
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1100
30,$v3,58
31,$v4,319.2
32,$r1,1194
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,60
36,$v1,1600
37,$v4,545.9
38,$r1,0.05496
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,54.5
42,$v2,1
43,$r1,94.8317
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
