,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,3.8
10,$r1,104.4
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1300
14,$v2,32
15,$r1,0.79
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1800
19,$v2,52
20,$r1,34.6
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,33
24,$v1,700
25,$v4,214.3
26,$r1,508
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1300
30,$v3,38
31,$v4,122.7
32,$r1,1493
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,58
36,$v1,1200
37,$v4,555.9
38,$r1,0.4758
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,50.1
42,$v2,1.03
43,$r1,95.4
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,0
52,wird größer,0
53,bleibt gleich,0
54,,
