,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,6.6
10,$r1,29.46
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1100
14,$v2,42
15,$r1,1.6
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,700
19,$v2,30
20,$r1,23.43
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,26
24,$v1,1100
25,$v4,162
26,$r1,5
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1400
30,$v3,34
31,$v4,325.1
32,$r1,2155.82
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,52
36,$v1,1600
37,$v4,433.4
38,$r1,4.63
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,136.7
42,$v2,1.45
43,$r1,90.57
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
