,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,3.1
10,$r1,85.16
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,500
14,$v2,48
15,$r1,4.608
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,2000
19,$v2,28
20,$r1,71.42
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,32
24,$v1,800
25,$v4,473.8
26,$r1,702.26
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,2000
30,$v3,26
31,$v4,270.9
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,42
35,$v1,1200
36,$v4,552.4
37,,
38,Formelfrage,Wasserkocher h)
39,$v1,58.7
40,$v2,1.84
41,$r1,96.8
42,,
43,Single Choice,Wasserkocher i)
44,bleibt gleich,0
45,wird größer,0
46,verringert sich,1
47,,
48,Single Choice,Wasserkocher j)
49,verringert sich,1
50,wird größer,0
51,bleibt gleich,0
52,,
