,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,6.5
10,$r1,178.57
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1500
14,$v2,24
15,$r1,0.384
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,800
19,$v2,24
20,$r1,33.33
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,59
24,$v1,1000
25,$v4,268.1
26,$r1,942.17
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1100
30,$v3,42
31,$v4,434.2
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,58
35,$v1,800
36,$v4,121.9
37,,
38,Formelfrage,Wasserkocher h)
39,$v1,117
40,$v2,1.54
41,$r1,92.4
42,,
43,Single Choice,Wasserkocher i)
44,bleibt gleich,0
45,wird größer,0
46,verringert sich,1
47,,
48,Single Choice,Wasserkocher j)
49,verringert sich,1
50,wird größer,0
51,bleibt gleich,0
52,,
