,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,0
3,,0
4,,1
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,7.8
10,$r1,12000
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1800
14,$v2,36
15,$r1,233
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,700
19,$v2,56
20,$r1,22
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,51
24,$v1,600
25,$v4,336.3
26,,
27,Formelfrage,Wasserkocher f)
28,,
29,Formelfrage,Wasserkocher g)
30,,
31,Formelfrage,Wasserkocher h)
32,,
33,Single Choice,Wasserkocher i)
34,bleibt gleich,0
35,wird größer,0
36,verringert sich,0
37,,
38,Single Choice,Wasserkocher j)
39,verringert sich,0
40,wird größer,0
41,bleibt gleich,0
42,,
