,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.5
9,$v4,4.1
10,$r1,48.8
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,30
15,$r1,1
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1900
19,$v2,42
20,$r1,45.238
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,52
24,$v1,700
25,$v4,254.9
26,$r1,0.0133
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1400
30,$v3,26
31,$v4,275.1
32,$r1,1595.254
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,40
36,$v1,1000
37,$v4,284.5
38,$r1,0.355
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,81
42,$v2,1.62
43,$r1,5
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
