,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.9
9,$v4,7.3
10,$r1,289.682
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1300
14,$v2,32
15,$r1,0.7876923
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,2000
19,$v2,24
20,$r1,83.333333
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,39
24,$v1,900
25,$v4,106
26,$r1,1.0290933
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1400
30,$v3,32
31,$v4,126
32,$r1,1041.255084
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,24
36,$v1,1300
37,$v4,468.6
38,$r1,-1.1657
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,68.8
42,$v2,1.28
43,$r1,1.86
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
