,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,3
10,$r1,51
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1500
14,$v2,26
15,$r1,0.45
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,36
20,$r1,41.67
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,47
24,$v1,1200
25,$v4,364.3
26,$r1,0.73
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1000
30,$v3,46
31,$v4,205.5
32,$r1,837.2
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,60
36,$v1,500
37,$v4,198.3
38,$r1,0.028
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,79.9
42,$v2,1.92
43,$r1,96
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
