,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.6
9,$v4,4.8
10,$r1,2000/7
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1400
14,$v2,56
15,$r1,2.24
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,60
20,$r1,50/3
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,58
24,$v1,900
25,$v4,346.9
26,$r1,0.73294
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1100
30,$v3,36
31,$v4,160.6
32,$r1,18000/73
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,44
36,$v1,1200
37,$v4,516.3
38,$r1,102.2661243
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,101.1
42,$v2,1.67
43,$r1,0.94
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
