,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.6
9,$v4,5.6
10,$r1,230
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,54
15,$r1,3.24
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1600
19,$v2,28
20,$r1,57.14
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,46
24,$v1,600
25,$v4,249.4
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,700
29,$v3,26
30,$v4,133.6
31,$r1,2529
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,50
35,$v1,1400
36,$v4,400.3
37,$r1,6.25
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,94
41,$v2,1.96
42,$r1,0.96
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,1
47,verringert sich,0
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
