,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.2
9,$v4,6.1
10,$r1,181.5
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1100
14,$v2,34
15,$r1,1.05
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,700
19,$v2,42
20,$r1,16.6
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,55
24,$v1,600
25,$v4,116.7
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1800
29,$v3,54
30,$v4,455.7
31,$r1,789.36
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,24
35,$v1,1300
36,$v4,301.4
37,$r1,3.8e-06
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,86.6
41,$v2,1.74
42,$r1,95
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
