,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.7
9,$v4,7.9
10,$r1,403.06
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1800
14,$v2,44
15,$r1,1.075
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,800
19,$v2,60
20,$r1,13.3
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,28
24,$v1,300
25,$v4,206.9
26,$r1,0.94731
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1900
30,$v3,26
31,$v4,100.4
32,$r1,1900
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,30
36,$v1,1500
37,$v4,499.2
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,50.1
41,$v2,0.56
42,$r1,91.05
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
