,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,6.2
10,$r1,0.11
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,24
15,$r1,0.96
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1100
19,$v2,44
20,$r1,25
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,49
24,$v1,400
25,$v4,363
26,$r1,0.35684
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1500
30,$v3,56
31,$v4,264.2
32,$r1,5934.8978
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,58
36,$v1,1300
37,$v4,575.9
38,$r1,1.6206459
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,52.4
42,$v2,0.94
43,$r1,94.7199
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
