,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,0
3,,1
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.9
9,$v4,6.1
10,$r1,1298.08
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1000
14,$v2,58
15,$r1,3.36
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,900
19,$v2,52
20,$r1,17.31
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,29
24,$v1,800
25,$v4,199.3
26,$r1,496.55
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1000
30,$v3,56
31,$v4,112.9
32,$r1,928.18
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,32
36,$v1,1400
37,$v4,544.9
38,$r1,2.086
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,91.3
42,$v2,1.22
43,$r1,93.04
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,1
47,wird größer,0
48,verringert sich,0
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
