,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.6
9,$v4,6.1
10,$r1,1967.21
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,28
15,$r1,60.71
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,600
19,$v2,54
20,$r1,11.11
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,49
24,$v1,1100
25,$v4,201.6
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1300
29,$v3,24
30,$v4,236.3
31,$r1,132.03
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,42
35,$v1,1600
36,$v4,289.8
37,$r1,231.88
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,108.1
41,$v2,1.14
42,$r1,10.54
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
