,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.9
9,$v4,7.7
10,$r1,305.6
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,700
14,$v2,24
15,$r1,29.16
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,36
20,$r1,27.7
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,47
24,$v1,300
25,$v4,242.1
26,$r1,470
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,700
30,$v3,56
31,$v4,570.8
32,$r1,89.18
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,32
36,$v1,1500
37,$v4,115
38,$r1,3.2e-05
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,100.5
42,$v2,1.54
43,$r1,65.25
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
