,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.8
9,$v4,4.3
10,$r1,191.9643
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,48
15,$r1,1.92
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,50
20,$r1,50
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,24
24,$v1,700
25,$v4,195.4
26,$r1,0.0113984
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1900
30,$v3,30
31,$v4,419.1
32,$r1,39.3565
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,32
36,$v1,800
37,$v4,151.8
38,$r1,0.094875
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,104.2
42,$v2,1.63
43,$r1,93.9914
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
