,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.6
9,$v4,4.9
10,$r1,0.292
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,500
14,$v2,38
15,$r1,2.888
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1900
19,$v2,52
20,$r1,36.54
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,51
24,$v1,500
25,$v4,297.2
26,$r1,1
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1000
30,$v3,42
31,$v4,521.2
32,$r1,996.78
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,46
36,$v1,1800
37,$v4,224.5
38,$r1,0.64
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,138.3
42,$v2,1.5
43,$r1,90.78
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
