,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.9
9,$v4,7.1
10,$r1,281.746
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1300
14,$v2,60
15,$r1,2.769
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,600
19,$v2,30
20,$r1,20
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,55
24,$v1,1200
25,$v4,431.9
26,$r1,0.788
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1700
30,$v3,56
31,$v4,550.1
32,$r1,2850.39
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,52
36,$v1,900
37,$v4,262.1
38,$r1,0.157
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,106
42,$v2,0.67
43,$r1,84.18
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
