,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.5
9,$v4,4
10,$r1,285.71428
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,800
14,$v2,52
15,$r1,3.38
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1700
19,$v2,30
20,$r1,56.666666666667
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,50
24,$v1,900
25,$v4,241
26,$r1,1234567890
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1200
30,$v3,48
31,$v4,460
32,$r1,10101100110111000433650950145120160741090346862593904438503203042564094155072710941857570341528700798173321334532079616
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,58
36,$v1,1500
37,$v4,266.7
38,$r1,0
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,108.5
42,$v2,0.66
43,$r1,83.560606060606
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
