,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.9
9,$v4,4.3
10,$r1,80.8
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,46
15,$r1,1.76
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1200
19,$v2,24
20,$r1,50
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,39
24,$v1,400
25,$v4,294.3
26,$r1,10
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1600
30,$v3,48
31,$v4,199.9
32,$r1,1252.31
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,54
36,$v1,2000
37,$v4,519
38,$r1,
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,77.3
42,$v2,1.8
43,$r1,95.7
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
