,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.4
9,$v4,6.3
10,$r1,80.36
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1000
14,$v2,26
15,$r1,0.676
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1600
19,$v2,60
20,$r1,26.7
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,50
24,$v1,400
25,$v4,296.1
26,$r1,362.1
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,28
31,$v4,241.6
32,$r1,1998
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,30
36,$v1,1900
37,$v4,589.9
38,$r1,2.37
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,138.7
42,$v2,0.95
43,$r1,85.4
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
