,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.1
9,$v4,5.4
10,$r1,175.3247
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,800
14,$v2,50
15,$r1,3.125
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,34
20,$r1,29.4118
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,52
24,$v1,500
25,$v4,337.5
26,$r1,0.0312
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1000
30,$v3,34
31,$v4,595.4
32,$r1,970.776
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,24
36,$v1,800
37,$v4,370.8
38,$r1,1.5534
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,127.8
42,$v2,0.52
43,$r1,75.423
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
