,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.7
9,$v4,6.9
10,$r1,16.78
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,44
15,$r1,1.1388
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1600
19,$v2,24
20,$r1,66.66
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,60
24,$v1,800
25,$v4,402.8
26,$r1,8.54
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1000
30,$v3,40
31,$v4,424.3
32,$r1,10.6
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,30
36,$v1,1300
37,$v4,269.9
38,$r1,3
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,84
42,$v2,1.76
43,$r1,95.22
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
